Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,day_of_differentiation
SRR11864406,RNA-Seq,75,195658500,PRJNA635600,SAMN15046723,77885268,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413964,GSM4574944,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574944,Single mESC cell,SRP265084,day 4
SRR11864407,RNA-Seq,75,210140175,PRJNA635600,SAMN15046722,84527808,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413965,GSM4574945,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574945,Single mESC cell,SRP265084,day 4
SRR11864408,RNA-Seq,75,173508450,PRJNA635600,SAMN15046721,64245898,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413966,GSM4574946,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574946,Single mESC cell,SRP265084,day 4
SRR11864409,RNA-Seq,75,210801975,PRJNA635600,SAMN15046720,83970878,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413967,GSM4574947,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574947,Single mESC cell,SRP265084,day 4
SRR11864410,RNA-Seq,75,38345250,PRJNA635600,SAMN15046719,15439436,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413968,GSM4574948,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574948,Single mESC cell,SRP265084,day 4
SRR11864411,RNA-Seq,75,364969425,PRJNA635600,SAMN15046663,132203678,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414549,GSM4574949,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574949,Single mESC cell,SRP265084,day 4
SRR11864412,RNA-Seq,75,107598000,PRJNA635600,SAMN15046662,38527895,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414550,GSM4574950,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574950,Single mESC cell,SRP265084,day 4
SRR11864413,RNA-Seq,75,26707950,PRJNA635600,SAMN15046661,9006727,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414551,GSM4574951,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574951,Single mESC cell,SRP265084,day 4
SRR11864414,RNA-Seq,75,531560250,PRJNA635600,SAMN15046660,203872065,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414552,GSM4574952,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574952,Single mESC cell,SRP265084,day 4
SRR11864415,RNA-Seq,75,642756225,PRJNA635600,SAMN15046659,234283378,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414553,GSM4574953,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574953,Single mESC cell,SRP265084,day 4
SRR11864416,RNA-Seq,75,752300625,PRJNA635600,SAMN15046658,300029130,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414554,GSM4574954,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574954,Single mESC cell,SRP265084,day 4
SRR11864417,RNA-Seq,75,595300200,PRJNA635600,SAMN15046657,202375639,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414555,GSM4574955,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574955,Single mESC cell,SRP265084,day 4
SRR11864418,RNA-Seq,75,269370600,PRJNA635600,SAMN15046656,96337080,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414556,GSM4574956,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574956,Single mESC cell,SRP265084,day 4
SRR11864419,RNA-Seq,75,219932175,PRJNA635600,SAMN15046655,86846463,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414557,GSM4574957,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574957,Single mESC cell,SRP265084,day 4
SRR11864420,RNA-Seq,75,138814800,PRJNA635600,SAMN15046654,53286127,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414558,GSM4574958,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574958,Single mESC cell,SRP265084,day 4
SRR11864421,RNA-Seq,75,505116300,PRJNA635600,SAMN15046653,191722664,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414559,GSM4574959,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574959,Single mESC cell,SRP265084,day 4
SRR11864422,RNA-Seq,75,662624700,PRJNA635600,SAMN15046652,236651281,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414560,GSM4574960,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574960,Single mESC cell,SRP265084,day 4
SRR11864423,RNA-Seq,75,556253025,PRJNA635600,SAMN15046651,205478706,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414561,GSM4574961,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574961,Single mESC cell,SRP265084,day 4
SRR11864424,RNA-Seq,75,10500,PRJNA635600,SAMN15046650,85621,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414562,GSM4574962,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:46:00Z,1,GSM4574962,Single mESC cell,SRP265084,day 4
SRR11864425,RNA-Seq,75,330017625,PRJNA635600,SAMN15046649,114212411,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414563,GSM4574963,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574963,Single mESC cell,SRP265084,day 4
SRR11864426,RNA-Seq,75,578877300,PRJNA635600,SAMN15046648,198290681,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414564,GSM4574964,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574964,Single mESC cell,SRP265084,day 4
SRR11864427,RNA-Seq,75,1189500,PRJNA635600,SAMN15046647,489935,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415105,GSM4574965,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:46:00Z,1,GSM4574965,Single mESC cell,SRP265084,day 4
SRR11864428,RNA-Seq,75,434367450,PRJNA635600,SAMN15046646,145402544,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415106,GSM4574966,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574966,Single mESC cell,SRP265084,day 4
SRR11864429,RNA-Seq,75,212208750,PRJNA635600,SAMN15046645,84308724,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415107,GSM4574967,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574967,Single mESC cell,SRP265084,day 4
SRR11864430,RNA-Seq,75,664315950,PRJNA635600,SAMN15046644,236798333,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415108,GSM4574968,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574968,Single mESC cell,SRP265084,day 4
SRR11864431,RNA-Seq,75,112480575,PRJNA635600,SAMN15046643,43248290,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415109,GSM4574969,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574969,Single mESC cell,SRP265084,day 4
SRR11864432,RNA-Seq,75,166511925,PRJNA635600,SAMN15046642,63322908,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415110,GSM4574970,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574970,Single mESC cell,SRP265084,day 4
SRR11864433,RNA-Seq,75,350368500,PRJNA635600,SAMN15046641,119442123,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415111,GSM4574971,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574971,Single mESC cell,SRP265084,day 4
SRR11864434,RNA-Seq,75,719323650,PRJNA635600,SAMN15046683,251816492,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415112,GSM4574972,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:49:00Z,1,GSM4574972,Single mESC cell,SRP265084,day 4
SRR11864435,RNA-Seq,75,143781600,PRJNA635600,SAMN15046682,57514574,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415113,GSM4574973,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574973,Single mESC cell,SRP265084,day 4
SRR11864436,RNA-Seq,75,91016625,PRJNA635600,SAMN15046681,34083908,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415114,GSM4574974,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574974,Single mESC cell,SRP265084,day 4
SRR11864437,RNA-Seq,75,150,PRJNA635600,SAMN15046680,78855,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415115,GSM4574975,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:46:00Z,1,GSM4574975,Single mESC cell,SRP265084,day 4
SRR11864438,RNA-Seq,75,8925,PRJNA635600,SAMN15046679,84812,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415116,GSM4574976,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:46:00Z,1,GSM4574976,Single mESC cell,SRP265084,day 4
SRR11864439,RNA-Seq,75,200248050,PRJNA635600,SAMN15046678,75066763,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415117,GSM4574977,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574977,Single mESC cell,SRP265084,day 4
SRR11864440,RNA-Seq,75,731489250,PRJNA635600,SAMN15046677,245067629,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415118,GSM4574978,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4574978,Single mESC cell,SRP265084,day 4
SRR11864441,RNA-Seq,75,258746250,PRJNA635600,SAMN15046636,94789322,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415119,GSM4574979,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574979,Single mESC cell,SRP265084,day 4
SRR11864442,RNA-Seq,75,161574450,PRJNA635600,SAMN15046635,58958179,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415120,GSM4574980,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574980,Single mESC cell,SRP265084,day 4
SRR11864443,RNA-Seq,75,311174400,PRJNA635600,SAMN15046634,108446698,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415649,GSM4574981,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574981,Single mESC cell,SRP265084,day 4
SRR11864444,RNA-Seq,75,283657200,PRJNA635600,SAMN15046633,98228457,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415650,GSM4574982,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574982,Single mESC cell,SRP265084,day 4
SRR11864445,RNA-Seq,75,93553875,PRJNA635600,SAMN15046632,37450842,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415651,GSM4574983,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574983,Single mESC cell,SRP265084,day 4
SRR11864446,RNA-Seq,75,71266200,PRJNA635600,SAMN15046631,26360609,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415652,GSM4574984,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574984,Single mESC cell,SRP265084,day 4
SRR11864447,RNA-Seq,75,146642625,PRJNA635600,SAMN15046630,49042761,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415653,GSM4574985,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574985,Single mESC cell,SRP265084,day 8
SRR11864448,RNA-Seq,75,97521375,PRJNA635600,SAMN15046627,32548990,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415654,GSM4574986,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574986,Single mESC cell,SRP265084,day 8
SRR11864449,RNA-Seq,75,174997425,PRJNA635600,SAMN15046626,69170728,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415655,GSM4574987,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574987,Single mESC cell,SRP265084,day 8
SRR11864450,RNA-Seq,75,41083800,PRJNA635600,SAMN15046625,16488117,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415656,GSM4574988,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574988,Single mESC cell,SRP265084,day 8
SRR11864451,RNA-Seq,75,249858900,PRJNA635600,SAMN15046629,95403654,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415657,GSM4574989,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574989,Single mESC cell,SRP265084,day 8
SRR11864452,RNA-Seq,75,105502350,PRJNA635600,SAMN15046628,40199330,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415658,GSM4574990,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574990,Single mESC cell,SRP265084,day 8
SRR11864453,RNA-Seq,75,59153400,PRJNA635600,SAMN15046624,23471783,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415659,GSM4574991,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574991,Single mESC cell,SRP265084,day 8
SRR11864454,RNA-Seq,75,255888825,PRJNA635600,SAMN15046623,102007086,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415660,GSM4574992,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574992,Single mESC cell,SRP265084,day 8
SRR11864455,RNA-Seq,75,135175275,PRJNA635600,SAMN15046622,49506840,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415661,GSM4574993,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574993,Single mESC cell,SRP265084,day 8
SRR11864456,RNA-Seq,75,22608900,PRJNA635600,SAMN15046621,7970063,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415662,GSM4574994,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574994,Single mESC cell,SRP265084,day 8
SRR11864457,RNA-Seq,75,354853425,PRJNA635600,SAMN15046620,142825355,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415663,GSM4574995,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4574995,Single mESC cell,SRP265084,day 8
SRR11864458,RNA-Seq,75,61214850,PRJNA635600,SAMN15046619,24310223,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415664,GSM4574996,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574996,Single mESC cell,SRP265084,day 8
SRR11864459,RNA-Seq,75,149623725,PRJNA635600,SAMN15046618,59387484,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416049,GSM4574997,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574997,Single mESC cell,SRP265084,day 8
SRR11864460,RNA-Seq,75,24522825,PRJNA635600,SAMN15046602,9820136,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416050,GSM4574998,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574998,Single mESC cell,SRP265084,day 8
SRR11864461,RNA-Seq,75,32787825,PRJNA635600,SAMN15046601,12293288,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416051,GSM4574999,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4574999,Single mESC cell,SRP265084,day 8
SRR11864462,RNA-Seq,75,267543900,PRJNA635600,SAMN15046600,95364996,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416052,GSM4575000,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4575000,Single mESC cell,SRP265084,day 8
SRR11864463,RNA-Seq,75,222401700,PRJNA635600,SAMN15046599,88713629,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416053,GSM4575001,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4575001,Single mESC cell,SRP265084,day 8
SRR11864464,RNA-Seq,75,289628700,PRJNA635600,SAMN15046598,113784207,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416054,GSM4575002,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:48:00Z,1,GSM4575002,Single mESC cell,SRP265084,day 8
SRR11864465,RNA-Seq,75,110483550,PRJNA635600,SAMN15046597,43118705,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416055,GSM4575003,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:47:00Z,1,GSM4575003,Single mESC cell,SRP265084,day 8
